https://www.facebook.com/photo.php?fbid=104488200398168&set=ms.c.eJw9UdsNA0AI2qjxrbf~%3BYk2l~_ElAQFWJmMn0do2qjwK~%3Blop~_~_cfu4m80iUsW2~%3Bxxy86nUh~%3BQB~%3B3k5zdCbKtP0cuD3yNf63f5Bj6P18XVzIN~_qE9d3HJ5m~_9x~_sXK~%3BoW~_Rr4e9jHOD~%3Bo4~%3BQ37HL~%3B3Grv8AM98x72SeQ69Uh8OrLcf7sP5wH5994BfXX~%3B85~%3BIDfZt9a8DLFxQNZCY~-.bps.a.104488167064838.1073741825.100025109646576&type=3&theater,Women 2.0,http://www.women2.com/about/,San Francisco
https://www.facebook.com/photo.php?fbid=104488630398125&set=ms.c.eJw9UdsNA0AI2qjxrbf~%3BYk2l~_ElAQFWJmMn0do2qjwK~%3Blop~_~_cfu4m80iUsW2~%3Bxxy86nUh~%3BQB~%3B3k5zdCbKtP0cuD3yNf63f5Bj6P18XVzIN~_qE9d3HJ5m~_9x~_sXK~%3BoW~_Rr4e9jHOD~%3Bo4~%3BQ37HL~%3B3Grv8AM98x72SeQ69Uh8OrLcf7sP5wH5994BfXX~%3B85~%3BIDfZt9a8DLFxQNZCY~-.bps.a.104488167064838.1073741825.100025109646576&type=3&theater,Power to Fly,https://powertofly.com/,New York
https://www.facebook.com/photo.php?fbid=104488483731473&set=ms.c.eJw9UdsNA0AI2qjxrbf~%3BYk2l~_ElAQFWJmMn0do2qjwK~%3Blop~_~_cfu4m80iUsW2~%3Bxxy86nUh~%3BQB~%3B3k5zdCbKtP0cuD3yNf63f5Bj6P18XVzIN~_qE9d3HJ5m~_9x~_sXK~%3BoW~_Rr4e9jHOD~%3Bo4~%3BQ37HL~%3B3Grv8AM98x72SeQ69Uh8OrLcf7sP5wH5994BfXX~%3B85~%3BIDfZt9a8DLFxQNZCY~-.bps.a.104488167064838.1073741825.100025109646576&type=3&theater,Women Who Code,https://www.womenwhocode.com/,San Francisco
https://www.facebook.com/photo.php?fbid=104488680398120&set=ms.c.eJw9UdsNA0AI2qjxrbf~%3BYk2l~_ElAQFWJmMn0do2qjwK~%3Blop~_~_cfu4m80iUsW2~%3Bxxy86nUh~%3BQB~%3B3k5zdCbKtP0cuD3yNf63f5Bj6P18XVzIN~_qE9d3HJ5m~_9x~_sXK~%3BoW~_Rr4e9jHOD~%3Bo4~%3BQ37HL~%3B3Grv8AM98x72SeQ69Uh8OrLcf7sP5wH5994BfXX~%3B85~%3BIDfZt9a8DLFxQNZCY~-.bps.a.104488167064838.1073741825.100025109646576&type=3&theater,She Knows,http://www.sheknows.com/,San Francisco
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
